stocks,levels
PNB,"{""26.3"": 6, ""38.75"": 25, ""46.35"": 5, ""32.5"": 8, ""45.0"": 12, ""35.3"": 33, ""48.2"": 10, ""43.35"": 6, ""31.75"": 7, ""28.05"": 7, ""62.0"": 11, ""44.4"": 3, ""142.9"": 1, ""104.2"": 10, ""92.4"": 2}"
UNITDSPR,"{""742.7"": 16, ""442.65"": 1, ""645.0"": 14, ""494.0"": 5, ""661.65"": 12, ""507.5"": 5, ""1019.95"": 14, ""944.0"": 11, ""712.0"": 3, ""951.8"": 4, ""730.55"": 4, ""1647.5"": 1}"
MASTEK,"{""462.0"": 2, ""165.7"": 1, ""1464.45"": 1, ""3669.0"": 1, ""2412.0"": 15, ""2480.15"": 20, ""3413.1"": 1, ""1850.7"": 9, ""1490.15"": 3, ""1848.7"": 10, ""1475.1"": 1, ""2539.75"": 10, ""3145.0"": 5, ""2137.55"": 13, ""3082.1"": 12, ""2550.55"": 8}"
AMBER,"{""1695.0"": 5, ""920.9"": 3, ""2544.2"": 7, ""3662.0"": 17, ""2683.6"": 4, ""3788.65"": 16, ""3924.75"": 4, ""4025.95"": 3, ""2040.0"": 16, ""1762.5"": 2, ""4614.2"": 4, ""2992.5"": 32, ""3310.0"": 18, ""7159.0"": 1}"
NLCINDIA,"{""46.05"": 8, ""62.8"": 15, ""34.95"": 1, ""57.3"": 16, ""59.8"": 12, ""46.2"": 8, ""73.75"": 13, ""49.8"": 13, ""80.1"": 20, ""51.4"": 13, ""56.0"": 18, ""92.4"": 5, ""58.3"": 13, ""95.3"": 4, ""69.7"": 9, ""293.75"": 6, ""195.0"": 3, ""193.0"": 1, ""311.8"": 1, ""296.8"": 2}"
DEEPAKFERT,"{""126.65"": 1, ""57.15"": 1, ""193.0"": 2, ""135.2"": 2, ""492.65"": 9, ""343.55"": 1, ""724.8"": 2, ""1062.0"": 7, ""512.4"": 8, ""585.4"": 12, ""714.7"": 5, ""450.0"": 4, ""503.3"": 4}"
JINDALSTEL,"{""202.4"": 12, ""62.0"": 1, ""238.75"": 3, ""501.7"": 3, ""472.65"": 5, ""340.0"": 2, ""577.8"": 13, ""304.2"": 5, ""622.75"": 7, ""503.0"": 2, ""722.8"": 8, ""581.6"": 19, ""1097.0"": 1}"
PFC,"{""106.7"": 10, ""59.3"": 1, ""83.15"": 15, ""112.4"": 13, ""83.3"": 13, ""123.0"": 5, ""99.85"": 20, ""77.7"": 5, ""97.95"": 22, ""80.7"": 2, ""477.8"": 7, ""351.7"": 1, ""580.0"": 1, ""426.55"": 9}"
RKFORGE,"{""83.0"": 2, ""26.7"": 1, ""28.1"": 1, ""252.0"": 3, ""151.4"": 2, ""198.85"": 15, ""146.0"": 5, ""814.7"": 2, ""602.05"": 2, ""611.55"": 6, ""1064.05"": 1}"
MAZDOCK,"{""242.6"": 13, ""191.85"": 4, ""296.0"": 4, ""321.0"": 2, ""225.4"": 5, ""342.4"": 2, ""229.45"": 1, ""936.4"": 1, ""612.0"": 3, ""2484.7"": 1, ""2492.0"": 1, ""1795.4"": 2, ""5860.0"": 1}"
